"","rep.0..days.","rep.0..days."
"470",32278.0863043111,19298.3590757382
"471",32279.0184931905,19298.9070628185
"472",32279.9583688035,19299.4550672955
"473",32280.9533864702,19300.0030891697
"474",32281.8339843581,19300.5511284417
"475",32282.7639985904,19301.099185112
"476",32283.6986189518,19301.6472591813
"477",32284.6342105314,19302.19535065
"478",32285.570716324,19302.7434595187
"479",32286.507381773,19303.291585788
"480",32287.4441882278,19303.8397294584
"481",32288.3811842324,19304.3878905305
"482",32289.3176888755,19304.9360690047
"483",32290.2541111949,19305.4842648818
"484",32291.1908160742,19306.0324781621
"485",32292.1276652083,19306.5807088463
"486",32293.0645328053,19307.128956935
"487",32294.0014429393,19307.6772224286
"488",32294.9383616,19308.2255053278
"489",32295.8753219555,19308.773805633
"490",32296.8122629071,19309.3221233449
"491",32297.7492695943,19309.870458464
"492",32298.6863148179,19310.4188109908
"493",32299.623390623,19310.9671809259
"494",32300.5604962248,19311.5155682698
"495",32301.4976315891,19312.0639730231
"496",32302.4347967056,19312.6123951864
"497",32303.371991574,19313.1608347602
"498",32304.309216195,19313.7092917451
"499",32305.2464705696,19314.2577661415
"500",32306.1837546989,19314.8062579502
"501",32307.1210685837,19315.3547671715
"502",32308.0584122249,19315.9032938061
"503",32308.9957856235,19316.4518378545
"504",32309.9331887805,19317.0003993173
"505",32310.8706216969,19317.5489781951
